SRA	SRX	MGI	old	new
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX196428	MDA-MB-231|MDA-MB-231 breast cancer cells|breast cancer cells	Brs@ MDA-MB-231?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX190101	WERI-Rb-1|WERI-Rb-1|retinoblastoma (PMID: 844036)|ectoderm	Oth@ WERI-Rb-1?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX190094	HBMEC|HBMEC|brain microvascular endothelial cells|mesoderm	CDV@ HBMEC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX190043	GM12875|GM12875|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12875?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX190003	GM12866|GM12866|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed.|mesoderm	Bld@ GM12866?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189956	AG09319|AG09319|gum tissue fibroblasts from apparently heathly 24 year old	Oth@ AG09319?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189951	AG09309|AG09309|adult toe fibroblast from apparently healthy 21 year old, 7% of the cells examined showing random chromosome loss/gain -Coriell	Epd@ AG09309?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189433	Urothelia|Urothelia|primary ureter cell culture of urothelial cells derived from a 12 year-old girl and immortalized by transfection with a temperature-sensitive SV-40 large T antigen gene	Oth@ Urothelia?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189423	Ishikawa|Ishikawa|endometrial adenocarcinoma	Utr@ Ishikawa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189421	GM13976|GM13976|lymphoblastoid cell line, clinically normal; monozygotic twin sister with Cornelia De Lange syndrome is GM13977|mesoderm	Bld@ GM13976?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189420	GM10266|GM10266|lymphoblastoid cell line, De Lange phenotype; developmental delay; profound retardation; seizures; 3 cousins are also affected; 46,XY,-22,+der (22)t(3;22)(q25.3;p12)|mesoderm	Bld@ GM10266?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189419	GM10248|GM10248|lymphoblastoid cell line, Clinically normal; 4 paternal cousins have Cornelia de Lange syndrome; 46,XY, t(3;22)(q25.3;p12)|mesoderm	Bld@ GM10248?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189417	GM20000|GM20000|lymphoblastoid cell line, De Lange phenotype; developmental delay; profound retardation|mesoderm	Bld@ GM20000?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189389	Heart_OC|Heart_OC|Primary frozen heart tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase), 1863 (Rep B1 FAIRE), 4548 (Rep B2 FAIRE)	CDV@ Heart?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189386	GM13977|GM13977|lymphoblastoid cell line, Clinically affected; microcephaly; low frontal hairline; synophris; penciled arched eyebrows; short nose; crescent shaped mouth; hirsutism; micromelia; short thumbs; mental retardation; clinically normal monozygotic twin sister is GM13976|mesoderm	Bld@ GM13977?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX189081	WI-38|WI-38 cell culture|WI-38 primary human lung fibroblasts	Lng@ WI-38?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX188793	U2OS|U2OS_KD_SIRT3|human osteosarcoma cells	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX185914	MDA-MB-231|MDA-MB-231 breast adenocarcinoma cells, thiostrepton, FOXM1 ChIP|ER-negative breast adenocarcinoma cells	Brs@ MDA-MB-231?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX185913	MDA-MB-231|MDA-MB-231 breast adenocarcinoma cells, control, FOXM1 ChIP|ER-negative breast adenocarcinoma cells	Brs@ MDA-MB-231?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX185894	Germinal center B cells|Germinal center B cells	Bld@ B-Lymphocytes?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX176861	MCF-7|siGATA_ER_estrogen|breast cancer cells	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX160915	BCBL1|BCBL1 pleural effusion lymphoma, IgG ChIP|KSHV-infected pleural effusion lymphoma cells	Bld@ BCBL1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX159133	FLP143HA|derived from HEK293, human embryonic kidney cells	Kid@ 293?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX159128	HeLa S3|immortalized cervical cancer derived cell line	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX158113	RPMI-8402|T-ALL cell line, TAL1 ChIP|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX158110	RPMI-8402|T-ALL cell line, HEB ChIP|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX158108	RPMI-8402|T-ALL cell line, GATA3 ChIP|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX158106	RPMI-8402|T-ALL cell line, E2A ChIP|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX157411	HCT116 with homozygous deletion of DNMT3b and DNMT1 (Rhee et al Nature 2002)	Dig@ HCT 116?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX155726	BPLER cells|Transformed mammary epithelial cells	Brs@ BPLER?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX155724	HMLER cells|Transformed mammary epithelial cells	Brs@ HMLE?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX153150	HCT116|Human colorectal cancer cell-line HCT116	Dig@ HCT 116?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX152831	UM-SCC-74A cell line|Base of tongue	Oth@ SCC-4?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX152830	UM-SCC-4 cell line|Base of tongue	Oth@ SCC-4?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX152829	CaSki (ATCC) cell line|Cervix	Utr@ Ca Ski?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX152828	UM-SCC-47 cell line|Base of tongue	Oth@ SCC-4?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150686	GM08714|GM08714|lymphoblastoid cell line, Instability of heterochromatin of chromosomes 1, 9, and 16 with variable combined immunodeficiency; dysmorphic facial features, developmental delay, malabsorption, and recurrent infections; see GM08747 Fibroblast; donor subject is a compound heterozygote: one allele has a G&gt;A transition at nucleotide 1807 (1807G&gt;A) of the DNMT3B gene resulting in an Ala to Thr substitution at codon 603 Ala603Thr (A603T), the mutation occurring in a region between motifs I and IV within the catalytic domain of DNMT3B; the second allele has a G&gt;A transition within intron 22 located 11 nucleotides 5-prime of the normal splice acceptor site IVS22AS,G&gt;A,-11 resulting in the generation of a novel splice acceptor site and a 9-bp insertion in the processed RNA. This results in the insertion of 3 amino acids (serine, threonine, and proline) at codon 744 (744ins3). The insertion was within the conserved region of the catalytic domain, which is likely to be disrupted by the insertion of a proline residue. This mutation was de novo.|mesoderm	Bld@ GM08714?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150656	HEK293-T-REx|HEK293-T-REx|embryonic kidney cells transformed with Adenovirus 5 DNA stably expressing tetracycline repressor, HEK293 (ATCC number CRL-1573) is the parental cell line, hypotriploid, XXX|mesoderm	Kid@ 293?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150540	Raji|Raji|B lymphocyte, The Raji line of lymphoblast-like cells was established by R.J.V. Pulvertaft in 1963 from a Burkitt's lymphoma of the left maxilla of an 11-year-old Black male. - ATCC. (PMID: 14086209)|mesoderm	Bld@ RAJI?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150414	PBDEFetal|PBDEFetal|peripheral blood-derived erythroblasts from 16-19 week human fetal liver|mesoderm	Bld@ PBDEFetal?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150107	IMR90hTert|IMR90hTert_SNAP45|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150102	IMR90hTert|IMR90hTert_RPC4|diploid fibroblast-like cells|fetal female lung	Lng@ IMR-90?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX149661	HCT116|colorectal cancer cells, hypoxia, CDK8 ChIP	Dig@ HCT 116?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX147740	Umbilical cord blood|Megakaryocytes	Bld@ Umbilical cord blood?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX147738	Umbilical cord blood|Erythroblasts	Bld@ Umbilical cord blood?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX147736	Cell culture|CHRF-288-11	Bld@ CHRF-288-11?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX147682	UVSS1KO Cells|SV40 Immortalized Fibroblast	Oth@ UVSS1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX143128	HAEC|HAEC_input_control|Primary Human Aortic Endothelial Cells	CDV@ HAEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX142961	MCF7|Breast Cancer Cell Line	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX132056	U87MG|U87MG cell line, kinase dead EGFRvIII|glioblastoma	Neu@ U-87 MG?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX131373	MDAH087 fibroblast cell line|Fibroblast cells from Li Fraumeni patient	Epd@ MDAH087?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX130109	MCF-7 cells|Immortalized breast cancer cells	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX130090	BGO3 (feeder free)|Endodermal Diff of BG03 cells, Activin A t|embryonic stem cells	PSC@ hESC derived mesendodermal cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX129681	TC-797|TC-797|NUT Midline Carcinoma cell line	Oth@ TC-797?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX128131	MCF-7|MCF-7|human breast adenocarcinoma	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX124704	Colon cancer_DNase I ChIPSeq|Colon Cancer	Dig@ Colon cancer?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX123445	embryonic carcinoma NCCIT|SNF5 overexpressed cells	PSC@ NCCIT?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX121275	Primary Cell Culture|Fibroblasts, Fetal Skin, Quadriceps, Left|None|NA	Epd@ Fetal skin?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX121271	Primary Cell Culture|Fibroblasts, Fetal Skin, Biceps, Left|None|NA	Epd@ Fetal skin?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117984	human mobilized peripheral blood derived erythroblasts|human erythroblasts	Bld@ Erythroblasts?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117983	human fetal liver derived erythroblasts|human erythroblasts	Bld@ Erythroblasts?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117982	hESC-H1|hESC-H1 line-derived erythroblasts|human erythroblasts	PSC@ hESC derived mesendodermal cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117981	hESC-H1|hESCs-H1 line|human embryonic stem cells	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117840	K562|Input control	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117811	HeLa-S3|HeLa_Input DNA|HELA cell culture	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX117808	HeLa-S3|HeLa_HA-flag-Vezf1 ChIP-Seq|HELA cell culture	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116472	H1 hESCs-WCE|H1 ES cells were grown in TeSR media on Matrigel (Cellular Dynamics)	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116467	H1 hESCs-RBBP5 ChIP-seq|H1 ES cells were grown in TeSR media on Matrigel (Cellular Dynamics)	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116460	H1 hESCs-JARID1A ChIP-seq|H1 ES cells were grown in TeSR media on Matrigel (Cellular Dynamics)	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116454	H1 hESCs-CHD1 ChIP-seq|H1 ES cells were grown in TeSR media on Matrigel (Cellular Dynamics)	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116447	K562-SAP30 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116439	K562-PLU1 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116437	K562-PHF8 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116426	K562-HDAC6 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116424	K562-HDAC2 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116422	K562-HDAC1 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX116417	K562-CHD1 ChIP-seq|K562 erythrocytic leukaemia cells (ATCC CCL-243)	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1122119	Cultured Leukemic Blasts|Cultured Leukemic Blasts	Cultured Leukemic Blasts|Cultured Leukemic Blasts
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1094500	10326 (French et al. 2008)|10326 cells|NMC	10326 (French et al. 2008)|10326 cells|NMC
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1094499	PER-403 (Kees et al. 1991)|Per403 cells|NMC	PER-403 (Kees et al. 1991)|Per403 cells|NMC
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1094461	293T_B4N_C|293T|293Trex (cells originating from embryonic kidney)	293T_B4N_C|293T|293Trex (cells originating from embryonic kidney)
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1094460	293T_B4N_N|293T|293Trex (cells originating from embryonic kidney)	293T_B4N_N|293T|293Trex (cells originating from embryonic kidney)
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1091831	NHDF|Human Normal Dermal Fibroblasts	NHDF|Human Normal Dermal Fibroblasts
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1091829	MCF7+EV (Empty Vector)|Human breast cancer cell line	MCF7+EV (Empty Vector)|Human breast cancer cell line
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1091828	MCF7+BORIS (Clone2, single-cell clone of MCF7 cell, stably expressing BORIS)|Human breast cancer cell line	MCF7+BORIS (Clone2, single-cell clone of MCF7 cell, stably expressing BORIS)|Human breast cancer cell line
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1091827	MCF7+BORIS (Clone1, single-cell clone of MCF7 cell, stably expressing BORIS)|Human breast cancer cell line	MCF7+BORIS (Clone1, single-cell clone of MCF7 cell, stably expressing BORIS)|Human breast cancer cell line
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1091509	ALL-SIL|ALL-SIL cell line|T-cell acute lymphoblastic leukemia (T-ALL) cell line	ALL-SIL|ALL-SIL cell line|T-cell acute lymphoblastic leukemia (T-ALL) cell line
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1080067	peripheral blood mononucleated cells|peripheral blood	peripheral blood mononucleated cells|peripheral blood
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107410	HeLa|Hela cells knockdown Med23	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107409	HeLa|Hela cells knockdown control	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107370	H3396|ERa e2 2M|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107368	H3396|ERa e2 5k LinDA|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107366	H3396|ERa e2 10k LinDA|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107364	H3396|ERa e2 100k LinDA|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107362	H3396|H3K4me3 e2 1k LinDA|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107360	H3396|H3K4me3 e2 1M|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX107358	H3396|H3K4me3 e2 10k LinDA|breast cancer cells	Brs@ H3396?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX106087	GM07006|EBV transformed mononuclear cells from perypherial blood|Lymphoblastoid cells	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX106086	AUBLA|EBV transformed mononuclear cells from perypherial blood|Lymphoblastoid cells	Bld@ Lymphoblastoid cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX106085	GM13472|EBV transformed mononuclear cells from perypherial blood|Lymphoblastoid cells	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX106084	GM18319|EBV transformed mononuclear cells from perypherial blood|Lymphoblastoid cells	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX106083	SE160|EBV transformed mononuclear cells from perypherial blood|Lymphoblastoid cells	Bld@ Lymphoblastoid cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1056335	HK-GFP-MR cells_vehicle-treated|Human Kidney GFP-hMR cells	HK-GFP-MR cells_vehicle-treated|Human Kidney GFP-hMR cells
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX103264	MCF-7|breast cancer cells|breast cancer cells	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX102981	HUVEC|umbilical vein endothelial cells|mesoderm	CDV@ HUVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX102971	Gliobla|glioblastoma, these cells (aka H54 and D54) come from a surgical resection from a patient with glioblastoma multiforme (WHO Grade IV). D54 is a commonly studied glioblastoma cell line (Bao et al., 2006) that has been thoroughly described by S Bigner (1981). (PMID: 7252524)|ectoderm	Neu@ D54?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX101824	HeLa|HeLa|HeLa S3 cells	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1013970	HeLa cell line|Hela cell line	HeLa cell line|Hela cell line
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1012736	Xenograft_MCF7_Input_E2|xenografts tumors in vivo	Xenograft_MCF7_Input_E2|xenografts tumors in vivo
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1012734	Xenograft_MCF7_Input_E2+PG|xenografts tumors in vivo	Xenograft_MCF7_Input_E2+PG|xenografts tumors in vivo
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1012732	Xenograft_MCF7_Input_Vehicle|xenografts tumors in vivo	Xenograft_MCF7_Input_Vehicle|xenografts tumors in vivo
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX101163	K562|TCF7L2 ChIP-seq K562 BIO	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100920	T-47D|T-47D is a human epithelial cell line derived from an mammary ductal carcinoma.	Brs@ T-47D?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100917	MCF-7|mammary gland, adenocarcinoma. (PMID: 4357757)|ectoderm	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100912	HepG2|liver carcinoma|endoderm	Liv@ Hep G2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100908	GM12891|B-Lymphocyte, Lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12891?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100899	HeLa-S3|cervical carcinoma|ectoderm	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100895	LNCaP|prostate adenocarcinoma, LNCaP clone FGC was isolated in 1977 by J.S. Horoszewicz, et al., from a needle aspiration biopsy of the left supraclavicular lymph node of a 50-year-old caucasian male (blood type B+) with confirmed diagnosis of metastatic prostate carcinoma. - ATCC. (Horoszewicz et al. LNCaP Model of Human Prostatic Carcinoma. Cancer Research 43, 1809-1818, April 1983.)|endoderm	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100536	U87|U87|glioblastoma, astrocytoma, (PMID: 4332744)|ectoderm	Neu@ U-87 MG?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100525	PFSK-1|neuroectodermal cell line derived from a cerebral brain tumor, (PMID: 1316433)	Neu@ PFSK-1?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX100321	SMAD1 ChIP-seq CD34 ertyhroid BMP|Pro-erythroblasts	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX099357	human leukemic blasts|diagnostic sample (pre-treatment)	Bld@ Leukemic blast cell?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX099055	p63_IP|Human neonatal foreskin keratinocytes	Epd@ Keratinocytes?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX099054	Input|Human neonatal foreskin keratinocytes	Epd@ Keratinocytes?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX097080	Input ChIP-Seq CD34 erythroid BMP|Pro-erythroblasts	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX097075	TCF7L2 ChIP-seq CD34 progenitors BIO|Hematopoietic Stem &amp; Progenitor Cells	Bld@ CD34 Hematopoietic stem cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX097073	SMAD1 ChIP-seq CD34+ progenitors BMP|Hematopoietic Stem &amp; Progenitor Cells	Bld@ CD34 Hematopoietic stem cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX097070	GATA1 ChIP-seq CD34 erythroid BMP|Pro-erythroblasts	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX097068	GATA1 ChIP-seq CD34 erythroid BIO|Pro-erythroblasts	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX095402	B-cell  lymphoma cell line|Ramos|B-cell	Bld@ RAMOS?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX095401	B-cell  lymphoma cell line|BL41|B-cell	Bld@ BL-41?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX095400	B-cell  lymphoma cell line|Blue1|B-cell	Bld@ BLUE-1?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX095399	B-cell  lymphoma cell line|CA46|B-cell	Bld@ CA46?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX095398	B-cell  lymphoma cell line|Raji|B-cell	Bld@ RAJI?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX093320	IMR90|normal human lung fibroblasts	Lng@ IMR-90?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX089247	Primary Cell|CD34 Primary Cells|None|CD34	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX089240	Primary Cell|Mobilized CD3 Primary Cells|None|CD3+	Bld@ CD3+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX088650	Primary Tissue|Fetal Heart|Heart|presumed normal	CDV@ Heart?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX087847	NHU|Normal urothelium cells|normal bladder	Oth@ NHU?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX087845	EJ|Urinary bladder cancer cell line|bladder cancer	Oth@ EJ-1?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX087843	RT112|Urinary bladder cancer cell line|bladder cancer	Oth@ RT-112?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX084801	Ntera2 cells|Ntera2	PSC@ NTERA-2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX084584	Jurkat|Jurkat-Tat T cells	Bld@ Jurkat?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX084503	Endoderm progenitor|endoderm progenitor derived from H9 hESC	PSC@ hESC derived mesendodermal cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX083223	LNCaP-1F5|FoxA1_ChIP-seq_siFoxA1|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX083221	LNCaP-1F5|FoxA1_ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX083219	LNCaP-1F5|AR_ChIP-seq_siFoxA1|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX083217	LNCaP-1F5|AR_ChIP-seq|Prostate epithelial cells derived from metastatic prostate carcinoma	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080432	AG04450|AG04450|fetal lung fibroblast|mesoderm	Lng@ AG04450?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080374	GM12801|GM12801|B-Lymphocyte, Lymphoblastoid, International HapMap Project, CEPH/Utah, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12801?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080159	K562|K562_PolII|chronic myeloid leukemia	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080153	HUVEC|HUVEC_PolII|umbilical vein endothelial cells	CDV@ HUVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080143	HepG2|HepG2_CTCF|liver carcinoma cells	Liv@ Hep G2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080126	NHEK|normal human epidermal keratinocytes|normal human epidermal keratinocytes	Epd@ NHEK?4
